SEASON_ID_x,Player_ID,Game_ID,GAME_DATE_x,MATCHUP_x,WL_x,MIN_x,FGM_x,FGA_x,FG_PCT_x,FG3M_x,FG3A_x,FG3_PCT_x,FTM_x,FTA_x,FT_PCT_x,OREB_x,DREB_x,REB_x,AST_x,STL_x,BLK_x,TOV_x,PF_x,PTS_x,PLUS_MINUS_x,VIDEO_AVAILABLE,PTS/48,SEASON_ID_y,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE_y,MATCHUP_y,WL_y,MIN_y,PTS_y,FGM_y,FGA_y,FG_PCT_y,FG3M_y,FG3A_y,FG3_PCT_y,FTM_y,FTA_y,FT_PCT_y,OREB_y,DREB_y,REB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PLUS_MINUS_y
22018,201566,0021800373,"DEC 07, 2018",OKC @ CHI,L,35,9,21,0.429,2,6,0.333,4,7,0.571,2,15,17,13,4,0,10,5,24,10,1,32.91428571428571,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800373,2018-12-07,OKC @ CHI,L,240.0,112.0,43.0,94.0,0.457,10.0,28.0,0.357,16.0,24.0,0.667,14.0,37.0,51.0,25.0,12.0,6.0,22.0,22.0,-2.0
22018,201566,0021800358,"DEC 05, 2018",OKC @ BKN,W,40,9,23,0.391,2,9,0.222,1,2,0.5,2,13,15,17,1,0,2,5,21,10,1,25.200000000000003,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800358,2018-12-05,OKC @ BKN,W,240.0,114.0,43.0,99.0,0.434,13.0,38.0,0.342,15.0,26.0,0.577,17.0,43.0,60.0,28.0,8.0,6.0,13.0,23.0,2.0
22018,201566,0021800343,"DEC 03, 2018",OKC @ DET,W,29,7,17,0.412,2,7,0.286,2,3,0.667,1,5,6,6,2,0,5,2,18,24,1,29.793103448275865,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800343,2018-12-03,OKC @ DET,W,241.0,110.0,43.0,85.0,0.506,7.0,25.0,0.28,17.0,20.0,0.85,6.0,46.0,52.0,23.0,10.0,8.0,17.0,24.0,27.0
22018,201566,0021800325,"NOV 30, 2018",OKC vs. ATL,W,31,8,15,0.533,2,4,0.5,5,6,0.833,1,8,9,10,1,0,5,4,23,18,1,35.61290322580645,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800325,2018-11-30,OKC vs. ATL,W,241.0,124.0,46.0,88.0,0.523,18.0,41.0,0.439,14.0,15.0,0.933,7.0,39.0,46.0,30.0,12.0,7.0,20.0,24.0,15.0
22018,201566,0021800313,"NOV 28, 2018",OKC vs. CLE,W,37,10,17,0.588,2,5,0.4,1,2,0.5,1,17,18,15,2,0,3,3,23,12,1,29.83783783783784,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800313,2018-11-28,OKC vs. CLE,W,240.0,100.0,41.0,86.0,0.477,6.0,27.0,0.222,12.0,15.0,0.8,8.0,42.0,50.0,25.0,5.0,11.0,13.0,18.0,17.0
22018,201566,0021800282,"NOV 24, 2018",OKC vs. DEN,L,39,6,23,0.261,1,12,0.083,3,7,0.429,3,7,10,12,1,0,4,5,16,-3,1,19.692307692307693,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800282,2018-11-24,OKC vs. DEN,L,240.0,98.0,37.0,103.0,0.359,9.0,39.0,0.231,15.0,23.0,0.652,19.0,35.0,54.0,22.0,9.0,5.0,10.0,24.0,-7.0
22018,201566,0021800274,"NOV 23, 2018",OKC vs. CHA,W,35,10,18,0.556,1,4,0.25,9,11,0.818,0,12,12,8,2,0,4,3,30,17,1,41.14285714285714,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800274,2018-11-23,OKC vs. CHA,W,240.0,109.0,41.0,93.0,0.441,11.0,33.0,0.333,16.0,24.0,0.667,11.0,35.0,46.0,24.0,6.0,2.0,14.0,18.0,5.0
22018,201566,0021800264,"NOV 21, 2018",OKC @ GSW,W,33,5,15,0.333,1,5,0.2,0,2,0.0,0,11,11,13,2,1,4,4,11,25,1,16.0,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800264,2018-11-21,OKC @ GSW,W,239.0,123.0,51.0,106.0,0.481,13.0,35.0,0.371,8.0,15.0,0.533,18.0,43.0,61.0,29.0,10.0,5.0,10.0,23.0,28.0
22018,201566,0021800247,"NOV 19, 2018",OKC @ SAC,L,37,12,25,0.48,4,10,0.4,1,2,0.5,2,11,13,7,3,0,4,5,29,4,1,37.62162162162162,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800247,2018-11-19,OKC @ SAC,L,240.0,113.0,45.0,108.0,0.417,12.0,41.0,0.293,11.0,16.0,0.688,13.0,40.0,53.0,22.0,8.0,3.0,13.0,22.0,-4.0
22018,201566,0021800144,"NOV 05, 2018",OKC vs. NOP,W,25,6,16,0.375,0,2,0.0,5,8,0.625,0,7,7,9,1,0,6,3,17,11,1,32.64,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800144,2018-11-05,OKC vs. NOP,W,240.0,122.0,45.0,93.0,0.484,10.0,27.0,0.37,22.0,31.0,0.71,9.0,32.0,41.0,26.0,15.0,3.0,12.0,23.0,6.0
22018,201566,0021800119,"NOV 02, 2018",OKC @ WAS,W,26,10,16,0.625,0,1,0.0,3,4,0.75,0,3,3,12,4,0,1,1,23,10,1,42.46153846153846,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800119,2018-11-02,OKC @ WAS,W,238.0,134.0,49.0,86.0,0.57,15.0,32.0,0.469,21.0,26.0,0.808,7.0,31.0,38.0,34.0,13.0,5.0,13.0,20.0,23.0
22018,201566,0021800111,"NOV 01, 2018",OKC @ CHA,W,37,12,24,0.5,0,3,0.0,5,7,0.714,1,7,8,10,3,0,3,3,29,3,1,37.62162162162162,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800111,2018-11-01,OKC @ CHA,W,240.0,111.0,41.0,96.0,0.427,8.0,37.0,0.216,21.0,29.0,0.724,14.0,35.0,49.0,20.0,12.0,9.0,10.0,21.0,4.0
22018,201566,0021800103,"OCT 30, 2018",OKC vs. LAC,W,34,13,25,0.52,1,3,0.333,5,7,0.714,2,2,4,8,3,1,3,4,32,18,1,45.17647058823529,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800103,2018-10-30,OKC vs. LAC,W,242.0,128.0,48.0,94.0,0.511,9.0,17.0,0.529,23.0,32.0,0.719,9.0,32.0,41.0,19.0,16.0,6.0,15.0,35.0,18.0
22018,201566,0021800085,"OCT 28, 2018",OKC vs. PHX,W,31,8,13,0.615,0,0,0.0,7,10,0.7,1,8,9,7,4,0,6,3,23,8,1,35.61290322580645,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800085,2018-10-28,OKC vs. PHX,W,240.0,117.0,43.0,85.0,0.506,7.0,24.0,0.292,24.0,35.0,0.686,9.0,34.0,43.0,22.0,16.0,3.0,15.0,24.0,7.0
22018,201566,0021800065,"OCT 25, 2018",OKC vs. BOS,L,32,5,20,0.25,0,5,0.0,3,5,0.6,1,14,15,8,0,0,5,5,13,-5,1,19.5,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800065,2018-10-25,OKC vs. BOS,L,241.0,95.0,37.0,94.0,0.394,7.0,28.0,0.25,14.0,25.0,0.56,16.0,41.0,57.0,19.0,5.0,6.0,16.0,27.0,-6.0
22018,201566,0021800037,"OCT 21, 2018",OKC vs. SAC,L,35,13,23,0.565,1,6,0.167,5,11,0.455,2,10,12,8,0,0,5,2,32,-13,1,43.885714285714286,22018,1610612760.0,OKC,Oklahoma City Thunder,0021800037,2018-10-21,OKC vs. SAC,L,240.0,120.0,46.0,104.0,0.442,9.0,39.0,0.231,19.0,30.0,0.633,18.0,33.0,51.0,23.0,11.0,9.0,18.0,29.0,-11.0
