SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22018,1610612745,HOU,Houston Rockets,0021801070,2019-03-20,HOU @ MEM,L,266,125,42,94,0.447,21,48,0.438,20,20,1.0,11,28,39,19,10,4,12,27,-1.0
22018,1610612745,HOU,Houston Rockets,0021801060,2019-03-19,HOU @ ATL,W,241,121,40,78,0.513,19,47,0.404,22,30,0.733,6,31,37,28,13,2,14,17,16.0
22018,1610612745,HOU,Houston Rockets,0021801048,2019-03-17,HOU vs. MIN,W,241,117,43,94,0.457,21,50,0.42,10,14,0.714,10,34,44,29,9,3,9,25,15.0
22018,1610612745,HOU,Houston Rockets,0021801030,2019-03-15,HOU vs. PHX,W,240,108,36,83,0.434,11,40,0.275,25,33,0.758,7,35,42,18,13,6,13,20,6.0
22018,1610612745,HOU,Houston Rockets,0021801018,2019-03-13,HOU vs. GSW,L,238,104,37,78,0.474,11,41,0.268,19,23,0.826,5,26,31,18,7,3,10,16,-2.0
22018,1610612745,HOU,Houston Rockets,0021801004,2019-03-11,HOU vs. CHA,W,238,118,38,91,0.418,17,43,0.395,25,27,0.926,12,43,55,25,7,4,14,17,12.0
22018,1610612745,HOU,Houston Rockets,0021800997,2019-03-10,HOU @ DAL,W,240,94,32,88,0.364,16,52,0.308,14,22,0.636,13,28,41,18,6,4,12,20,1.0
22018,1610612745,HOU,Houston Rockets,0021800981,2019-03-08,HOU vs. PHI,W,239,107,42,85,0.494,13,41,0.317,10,15,0.667,7,36,43,22,13,0,17,18,16.0
22018,1610612745,HOU,Houston Rockets,0021800961,2019-03-05,HOU @ TOR,W,240,107,38,85,0.447,15,34,0.441,16,18,0.889,9,34,43,22,11,6,9,23,12.0
22018,1610612745,HOU,Houston Rockets,0021800945,2019-03-03,HOU @ BOS,W,239,115,38,80,0.475,21,51,0.412,18,29,0.621,10,32,42,22,8,4,12,23,11.0
22018,1610612745,HOU,Houston Rockets,0021800925,2019-02-28,HOU vs. MIA,W,240,121,38,77,0.494,19,46,0.413,26,28,0.929,8,28,36,22,6,5,15,21,3.0
22018,1610612745,HOU,Houston Rockets,0021800911,2019-02-27,HOU @ CHA,W,240,118,42,91,0.462,13,39,0.333,21,24,0.875,7,30,37,23,11,3,10,22,5.0
22018,1610612745,HOU,Houston Rockets,0021800903,2019-02-25,HOU vs. ATL,W,240,119,39,90,0.433,15,51,0.294,26,30,0.867,12,25,37,24,11,4,12,18,8.0
22018,1610612745,HOU,Houston Rockets,0021800892,2019-02-23,HOU @ GSW,W,240,118,40,92,0.435,16,43,0.372,22,24,0.917,12,37,49,26,13,7,14,23,6.0
22018,1610612745,HOU,Houston Rockets,0021800872,2019-02-21,HOU @ LAL,L,241,106,40,88,0.455,12,41,0.293,14,15,0.933,4,35,39,18,8,5,14,28,-5.0
22018,1610612745,HOU,Houston Rockets,0021800861,2019-02-13,HOU @ MIN,L,240,111,40,98,0.408,19,53,0.358,12,13,0.923,13,24,37,23,5,2,9,18,-10.0
22018,1610612745,HOU,Houston Rockets,0021800844,2019-02-11,HOU vs. DAL,W,241,120,42,90,0.467,23,60,0.383,13,15,0.867,9,29,38,28,13,5,9,26,16.0
22018,1610612745,HOU,Houston Rockets,0021800832,2019-02-09,HOU vs. OKC,L,240,112,37,86,0.43,16,45,0.356,22,30,0.733,7,32,39,18,10,7,12,26,-5.0
22018,1610612745,HOU,Houston Rockets,0021800809,2019-02-06,HOU @ SAC,W,241,127,45,100,0.45,20,51,0.392,17,18,0.944,13,29,42,17,13,7,11,19,26.0
22018,1610612745,HOU,Houston Rockets,0021800794,2019-02-04,HOU @ PHX,W,239,118,43,87,0.494,13,41,0.317,19,25,0.76,12,31,43,19,13,2,12,19,8.0
22018,1610612745,HOU,Houston Rockets,0021800786,2019-02-02,HOU @ UTA,W,239,125,40,87,0.46,15,39,0.385,30,37,0.811,8,40,48,17,15,8,14,29,27.0
22018,1610612745,HOU,Houston Rockets,0021800774,2019-02-01,HOU @ DEN,L,241,122,45,85,0.529,16,44,0.364,16,21,0.762,11,19,30,23,6,3,10,24,-14.0
22018,1610612745,HOU,Houston Rockets,0021800753,2019-01-29,HOU vs. NOP,L,239,116,40,101,0.396,19,56,0.339,17,24,0.708,15,30,45,22,11,5,12,20,-5.0
22018,1610612745,HOU,Houston Rockets,0021800737,2019-01-27,HOU vs. ORL,W,240,103,38,80,0.475,12,36,0.333,15,21,0.714,3,36,39,20,8,7,13,19,5.0
22018,1610612745,HOU,Houston Rockets,0021800724,2019-01-25,HOU vs. TOR,W,240,121,41,91,0.451,10,46,0.217,29,33,0.879,12,28,40,17,11,5,12,21,2.0
22018,1610612745,HOU,Houston Rockets,0021800710,2019-01-23,HOU @ NYK,W,240,114,37,90,0.411,11,44,0.25,29,38,0.763,15,29,44,10,15,10,12,25,4.0
22018,1610612745,HOU,Houston Rockets,0021800699,2019-01-21,HOU @ PHI,L,241,93,31,86,0.36,11,42,0.262,20,26,0.769,6,32,38,14,9,6,12,25,-28.0
22018,1610612745,HOU,Houston Rockets,0021800686,2019-01-19,HOU vs. LAL,W,264,138,42,100,0.42,25,68,0.368,29,36,0.806,12,27,39,23,9,4,12,27,4.0
22018,1610612745,HOU,Houston Rockets,0021800659,2019-01-16,HOU vs. BKN,L,266,142,45,105,0.429,23,70,0.329,29,34,0.853,10,37,47,18,7,8,8,24,-3.0
22018,1610612745,HOU,Houston Rockets,0021800646,2019-01-14,HOU vs. MEM,W,240,112,37,84,0.44,18,48,0.375,20,22,0.909,7,29,36,17,12,3,13,20,18.0
22018,1610612745,HOU,Houston Rockets,0021800641,2019-01-13,HOU @ ORL,L,240,109,38,86,0.442,10,42,0.238,23,27,0.852,9,29,38,20,7,1,10,21,-7.0
22018,1610612745,HOU,Houston Rockets,0021800625,2019-01-11,HOU vs. CLE,W,240,141,46,89,0.517,20,52,0.385,29,32,0.906,8,37,45,28,8,9,15,18,28.0
22018,1610612745,HOU,Houston Rockets,0021800610,2019-01-09,HOU vs. MIL,L,239,109,32,85,0.376,18,48,0.375,27,32,0.844,14,32,46,19,4,7,18,18,-7.0
22018,1610612745,HOU,Houston Rockets,0021800593,2019-01-07,HOU vs. DEN,W,240,125,38,76,0.5,22,47,0.468,27,34,0.794,4,30,34,28,8,3,15,23,12.0
22018,1610612745,HOU,Houston Rockets,0021800582,2019-01-05,HOU @ POR,L,239,101,39,84,0.464,13,38,0.342,10,12,0.833,10,30,40,13,6,5,12,22,-9.0
22018,1610612745,HOU,Houston Rockets,0021800565,2019-01-03,HOU @ GSW,W,265,135,45,99,0.455,21,54,0.389,24,28,0.857,13,35,48,30,8,5,10,20,1.0
22018,1610612745,HOU,Houston Rockets,0021800544,2018-12-31,HOU vs. MEM,W,240,113,31,70,0.443,18,41,0.439,33,45,0.733,7,39,46,19,5,4,13,25,12.0
22018,1610612745,HOU,Houston Rockets,0021800528,2018-12-29,HOU @ NOP,W,239,108,35,81,0.432,16,46,0.348,22,28,0.786,8,31,39,21,9,7,12,20,4.0
22018,1610612745,HOU,Houston Rockets,0021800512,2018-12-27,HOU vs. BOS,W,240,127,41,86,0.477,18,45,0.4,27,35,0.771,16,39,55,17,4,4,13,22,14.0
22018,1610612745,HOU,Houston Rockets,0021800498,2018-12-25,HOU vs. OKC,W,239,113,44,97,0.454,14,44,0.318,11,17,0.647,17,37,54,18,9,4,19,25,4.0
22018,1610612745,HOU,Houston Rockets,0021800483,2018-12-22,HOU vs. SAS,W,241,108,37,95,0.389,19,54,0.352,15,21,0.714,19,39,58,22,4,3,9,18,7.0
22018,1610612745,HOU,Houston Rockets,0021800467,2018-12-20,HOU @ MIA,L,240,99,29,82,0.354,18,54,0.333,23,30,0.767,8,33,41,20,6,3,8,23,-2.0
22018,1610612745,HOU,Houston Rockets,0021800461,2018-12-19,HOU vs. WAS,W,239,136,47,85,0.553,26,55,0.473,16,21,0.762,8,33,41,30,8,2,15,21,18.0
22018,1610612745,HOU,Houston Rockets,0021800445,2018-12-17,HOU vs. UTA,W,241,102,32,86,0.372,12,37,0.324,26,31,0.839,9,30,39,16,13,7,17,24,5.0
22018,1610612745,HOU,Houston Rockets,0021800432,2018-12-15,HOU @ MEM,W,240,105,35,73,0.479,13,37,0.351,22,25,0.88,6,30,36,23,5,2,12,22,8.0
22018,1610612745,HOU,Houston Rockets,0021800416,2018-12-13,HOU vs. LAL,W,239,126,42,85,0.494,15,34,0.441,27,32,0.844,15,28,43,24,8,2,13,24,15.0
22018,1610612745,HOU,Houston Rockets,0021800402,2018-12-11,HOU vs. POR,W,240,111,42,85,0.494,9,29,0.31,18,27,0.667,12,30,42,22,9,5,7,21,7.0
22018,1610612745,HOU,Houston Rockets,0021800378,2018-12-08,HOU @ DAL,L,240,104,39,86,0.453,15,47,0.319,11,13,0.846,10,26,36,20,5,3,12,19,-3.0
22018,1610612745,HOU,Houston Rockets,0021800367,2018-12-06,HOU @ UTA,L,239,91,34,88,0.386,8,36,0.222,15,17,0.882,14,29,43,13,5,5,23,26,-27.0
22018,1610612745,HOU,Houston Rockets,0021800348,2018-12-03,HOU @ MIN,L,240,91,32,74,0.432,11,39,0.282,16,19,0.842,7,27,34,24,9,6,20,27,-12.0
22018,1610612745,HOU,Houston Rockets,0021800334,2018-12-01,HOU vs. CHI,W,239,121,42,84,0.5,16,41,0.39,21,30,0.7,6,41,47,23,8,7,14,21,16.0
22018,1610612745,HOU,Houston Rockets,0021800326,2018-11-30,HOU @ SAS,W,240,136,49,98,0.5,22,54,0.407,16,20,0.8,13,36,49,32,9,6,5,22,31.0
22018,1610612745,HOU,Houston Rockets,0021800309,2018-11-28,HOU vs. DAL,L,239,108,40,87,0.46,13,45,0.289,15,23,0.652,15,23,38,28,10,5,16,26,-20.0
22018,1610612745,HOU,Houston Rockets,0021800296,2018-11-26,HOU @ WAS,L,264,131,46,97,0.474,18,48,0.375,21,27,0.778,18,30,48,22,8,5,19,31,-4.0
22018,1610612745,HOU,Houston Rockets,0021800279,2018-11-24,HOU @ CLE,L,241,108,37,74,0.5,15,39,0.385,19,28,0.679,8,23,31,18,5,4,16,19,-9.0
22018,1610612745,HOU,Houston Rockets,0021800267,2018-11-23,HOU @ DET,L,264,111,41,98,0.418,10,36,0.278,19,21,0.905,17,27,44,22,6,7,14,26,-5.0
22018,1610612745,HOU,Houston Rockets,0021800258,2018-11-21,HOU vs. DET,W,240,126,40,72,0.556,13,33,0.394,33,36,0.917,5,31,36,18,8,7,15,25,2.0
22018,1610612745,HOU,Houston Rockets,0021800231,2018-11-17,HOU vs. SAC,W,240,132,46,81,0.568,20,47,0.426,20,24,0.833,6,35,41,27,9,10,22,20,20.0
22018,1610612745,HOU,Houston Rockets,0021800213,2018-11-15,HOU vs. GSW,W,242,107,35,87,0.402,16,47,0.34,21,26,0.808,14,27,41,20,8,4,5,21,21.0
22018,1610612745,HOU,Houston Rockets,0021800200,2018-11-13,HOU @ DEN,W,240,109,39,71,0.549,13,37,0.351,18,26,0.692,6,26,32,23,7,6,14,20,10.0
22018,1610612745,HOU,Houston Rockets,0021800185,2018-11-11,HOU vs. IND,W,241,115,36,74,0.486,20,47,0.426,23,32,0.719,8,30,38,18,6,5,15,22,12.0
22018,1610612745,HOU,Houston Rockets,0021800180,2018-11-10,HOU @ SAS,L,241,89,30,90,0.333,9,41,0.22,20,29,0.69,15,34,49,11,10,5,8,24,-7.0
22018,1610612745,HOU,Houston Rockets,0021800163,2018-11-08,HOU @ OKC,L,240,80,31,82,0.378,11,42,0.262,7,10,0.7,12,27,39,16,9,3,16,26,-18.0
22018,1610612745,HOU,Houston Rockets,0021800141,2018-11-05,HOU @ IND,W,241,98,34,76,0.447,15,47,0.319,15,16,0.938,5,34,39,23,9,6,16,24,4.0
22018,1610612745,HOU,Houston Rockets,0021800129,2018-11-03,HOU @ CHI,W,239,96,35,83,0.422,13,42,0.31,13,20,0.65,10,35,45,21,13,5,18,22,8.0
22018,1610612745,HOU,Houston Rockets,0021800118,2018-11-02,HOU @ BKN,W,241,119,41,83,0.494,15,39,0.385,22,32,0.688,11,30,41,22,4,10,9,21,8.0
22018,1610612745,HOU,Houston Rockets,0021800101,2018-10-30,HOU vs. POR,L,239,85,31,96,0.323,10,43,0.233,13,23,0.565,20,29,49,18,7,9,11,25,-19.0
22018,1610612745,HOU,Houston Rockets,0021800070,2018-10-26,HOU vs. LAC,L,239,113,38,98,0.388,15,41,0.366,22,25,0.88,16,26,42,21,11,7,13,27,-20.0
22018,1610612745,HOU,Houston Rockets,0021800057,2018-10-24,HOU vs. UTA,L,241,89,35,87,0.402,11,40,0.275,8,14,0.571,10,25,35,16,12,5,15,23,-11.0
22018,1610612745,HOU,Houston Rockets,0021800039,2018-10-21,HOU @ LAC,L,241,112,43,89,0.483,15,35,0.429,11,15,0.733,6,29,35,28,6,6,12,23,-3.0
22018,1610612745,HOU,Houston Rockets,0021800035,2018-10-20,HOU @ LAL,W,241,124,44,96,0.458,16,42,0.381,20,30,0.667,13,41,54,22,7,4,16,21,9.0
22018,1610612745,HOU,Houston Rockets,0021800009,2018-10-17,HOU vs. NOP,L,240,112,39,92,0.424,16,48,0.333,18,24,0.75,8,29,37,21,8,7,11,22,-19.0
