SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS
22014,1610612760,OKC,Oklahoma City Thunder,0021400129,2014-11-14,OKC vs. DET,L,266,89,38,96,0.396,12,36,0.333,1,6,0.167,10,32,42,23,9,7,14,23,-7.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400111,2014-11-12,OKC @ BOS,W,240,109,40,82,0.488,10,24,0.417,19,22,0.864,8,33,41,23,1,3,8,13,15.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400105,2014-11-11,OKC @ MIL,L,239,78,29,87,0.333,6,20,0.3,14,19,0.737,13,33,46,15,6,5,15,22,-7.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400092,2014-11-09,OKC vs. SAC,W,240,101,36,78,0.462,6,18,0.333,23,27,0.852,11,29,40,16,5,6,14,22,8.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400078,2014-11-07,OKC vs. MEM,L,239,89,37,79,0.468,12,25,0.48,3,11,0.273,10,34,44,16,3,1,17,18,-2.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400052,2014-11-04,OKC @ TOR,L,241,88,34,65,0.523,6,21,0.286,14,25,0.56,6,35,41,23,4,3,19,27,-12.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400044,2014-11-03,OKC @ BKN,L,240,85,32,82,0.39,8,23,0.348,13,21,0.619,15,29,44,14,3,3,17,17,-31.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400036,2014-11-01,OKC vs. DEN,W,241,102,37,80,0.463,6,20,0.3,22,31,0.71,6,35,41,24,8,6,13,20,11.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400020,2014-10-30,OKC @ LAC,L,241,90,28,65,0.431,6,21,0.286,28,34,0.824,8,39,47,23,5,2,22,27,-3.0
22014,1610612760,OKC,Oklahoma City Thunder,0021400015,2014-10-29,OKC @ POR,L,241,89,33,81,0.407,2,16,0.125,21,26,0.808,14,29,43,19,9,5,13,28,-17.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400093,2014-10-21,OKC vs. UTA,L,240,91,34,81,0.42,10,22,0.455,13,26,0.5,7,31,38,24,7,8,14,30,-14.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400081,2014-10-19,OKC vs. MIN,L,240,94,32,78,0.41,5,23,0.217,25,34,0.735,15,35,50,15,2,4,22,25,-18.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400069,2014-10-17,OKC vs. TOR,L,239,90,33,84,0.393,5,21,0.238,19,30,0.633,14,33,47,22,7,4,20,31,-19.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400061,2014-10-16,OKC @ NOP,L,240,86,34,87,0.391,5,23,0.217,13,22,0.591,17,24,41,11,6,7,12,20,-34.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400051,2014-10-14,OKC vs. MEM,W,239,117,40,75,0.533,6,21,0.286,31,33,0.939,8,25,33,22,8,3,20,27,10.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400032,2014-10-10,OKC @ DAL,W,241,118,38,79,0.481,12,26,0.462,30,40,0.75,6,40,46,22,12,6,20,36,9.0
12014,1610612760,OKC,Oklahoma City Thunder,0011400019,2014-10-08,OKC @ DEN,L,241,101,34,92,0.37,4,19,0.211,29,35,0.829,22,20,42,18,16,5,14,32,-13.0
22014,1610612760,OKC,Oklahoma City Thunder,1421400024,2014-07-11,OKC @ MIA,W,200,103,40,63,0.635,7,13,0.538,16,27,0.593,8,25,33,25,12,4,20,27,5.0
22014,1610612760,OKC,Oklahoma City Thunder,1421400015,2014-07-09,OKC vs. IND,L,200,71,21,56,0.375,3,16,0.188,26,42,0.619,11,20,31,12,8,5,17,21,-23.0
22014,1610612760,OKC,Oklahoma City Thunder,1421400011,2014-07-07,OKC @ BKN,W,200,98,35,80,0.438,8,22,0.364,20,24,0.833,14,24,38,22,15,2,15,21,14.0
22014,1610612760,OKC,Oklahoma City Thunder,1421400007,2014-07-06,OKC vs. PHI,L,200,73,22,59,0.373,5,23,0.217,24,42,0.571,15,12,27,10,9,2,18,37,-13.2
22014,1610612760,OKC,Oklahoma City Thunder,1421400005,2014-07-05,OKC vs. MEM,L,201,63,20,51,0.392,5,16,0.313,18,30,0.6,7,31,38,9,4,8,26,25,-21.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300316,2014-05-31,OKC vs. SAS,L,265,107,35,82,0.427,8,27,0.296,29,33,0.879,7,38,45,19,9,7,19,29,-5.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300315,2014-05-29,OKC @ SAS,L,239,89,35,81,0.432,6,24,0.25,13,20,0.65,8,27,35,19,6,4,11,24,-28.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300314,2014-05-27,OKC vs. SAS,W,239,105,37,76,0.487,7,16,0.438,24,31,0.774,5,37,42,22,12,8,7,20,13.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300313,2014-05-25,OKC vs. SAS,W,241,106,37,81,0.457,6,22,0.273,26,31,0.839,15,37,52,17,7,10,18,24,9.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300312,2014-05-21,OKC @ SAS,L,241,77,35,89,0.393,2,20,0.1,5,10,0.5,11,27,38,18,6,3,14,21,-35.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300311,2014-05-19,OKC @ SAS,L,240,105,37,80,0.463,12,27,0.444,19,23,0.826,9,28,37,19,4,3,16,22,-17.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300236,2014-05-15,OKC @ LAC,W,241,104,33,72,0.458,9,25,0.36,29,33,0.879,7,36,43,25,5,5,15,22,6.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300235,2014-05-13,OKC vs. LAC,W,238,105,33,77,0.429,7,17,0.412,32,36,0.889,7,37,44,14,9,5,12,21,1.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300234,2014-05-11,OKC @ LAC,L,241,99,33,75,0.44,7,24,0.292,26,34,0.765,9,34,43,17,6,8,16,27,-2.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300233,2014-05-09,OKC @ LAC,W,240,118,44,79,0.557,6,17,0.353,24,28,0.857,10,34,44,26,1,6,14,23,6.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300232,2014-05-07,OKC vs. LAC,W,239,112,44,87,0.506,8,23,0.348,16,22,0.727,15,37,52,23,8,2,16,21,11.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300231,2014-05-05,OKC vs. LAC,L,241,105,39,85,0.459,9,28,0.321,18,23,0.783,15,32,47,17,5,4,17,22,-17.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300157,2014-05-03,OKC vs. MEM,W,240,120,42,69,0.609,11,19,0.579,25,30,0.833,9,24,33,22,7,2,20,28,11.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300156,2014-05-01,OKC @ MEM,W,241,104,37,75,0.493,7,21,0.333,23,25,0.92,8,39,47,15,7,11,13,19,20.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300155,2014-04-29,OKC vs. MEM,L,265,99,36,92,0.391,12,31,0.387,15,19,0.789,19,32,51,24,2,3,17,22,-1.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300154,2014-04-26,OKC @ MEM,W,263,92,33,90,0.367,8,28,0.286,18,20,0.9,20,38,58,14,8,11,21,22,3.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300153,2014-04-24,OKC @ MEM,L,264,95,34,87,0.391,5,28,0.179,22,30,0.733,15,33,48,13,9,6,16,23,-3.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300152,2014-04-21,OKC vs. MEM,L,266,105,37,93,0.398,9,30,0.3,22,25,0.88,16,33,49,20,6,10,8,22,-6.0
42013,1610612760,OKC,Oklahoma City Thunder,0041300151,2014-04-19,OKC vs. MEM,W,240,100,34,76,0.447,4,16,0.25,28,32,0.875,7,44,51,22,3,10,12,25,14.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301220,2014-04-16,OKC vs. DET,W,241,112,38,86,0.442,5,23,0.217,31,41,0.756,24,25,49,23,10,7,15,22,1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301210,2014-04-14,OKC @ NOP,L,239,89,31,77,0.403,9,32,0.281,18,22,0.818,11,32,43,21,6,4,16,22,-12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301200,2014-04-13,OKC @ IND,L,240,97,36,84,0.429,7,28,0.25,18,19,0.947,8,24,32,21,12,4,9,24,-5.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301184,2014-04-11,OKC vs. NOP,W,242,116,44,82,0.537,5,13,0.385,23,27,0.852,8,39,47,28,8,12,11,21,22.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301173,2014-04-09,OKC @ LAC,W,241,107,38,90,0.422,5,21,0.238,26,32,0.813,11,33,44,18,8,8,8,24,6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301160,2014-04-08,OKC @ SAC,W,239,107,38,80,0.475,12,22,0.545,19,27,0.704,10,29,39,23,5,4,6,23,15.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301156,2014-04-06,OKC @ PHX,L,238,115,40,84,0.476,9,32,0.281,26,32,0.813,7,31,38,17,6,4,12,30,-7.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301139,2014-04-04,OKC @ HOU,L,242,107,38,85,0.447,13,31,0.419,18,20,0.9,10,35,45,24,5,8,14,24,-4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301127,2014-04-03,OKC vs. SAS,W,239,106,40,81,0.494,6,18,0.333,20,23,0.87,8,31,39,18,14,5,13,16,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301093,2014-03-30,OKC vs. UTA,W,240,116,41,74,0.554,11,18,0.611,23,26,0.885,7,35,42,26,6,7,12,27,20.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301083,2014-03-28,OKC vs. SAC,W,240,94,33,69,0.478,9,23,0.391,19,25,0.76,3,35,38,26,8,8,14,22,13.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301059,2014-03-25,OKC @ DAL,L,265,119,46,93,0.495,12,33,0.364,15,19,0.789,10,28,38,27,9,2,21,30,-9.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301053,2014-03-24,OKC vs. DEN,W,239,117,45,89,0.506,11,22,0.5,16,21,0.762,7,33,40,32,13,6,14,33,21.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301024,2014-03-21,OKC @ TOR,W,289,119,38,98,0.388,12,36,0.333,31,38,0.816,9,38,47,18,10,4,14,30,1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021301018,2014-03-20,OKC @ CLE,W,240,102,38,89,0.427,10,31,0.323,16,20,0.8,18,35,53,21,8,7,16,21,7.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300999,2014-03-17,OKC @ CHI,W,240,97,31,75,0.413,13,25,0.52,22,28,0.786,6,40,46,20,3,6,11,27,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300992,2014-03-16,OKC vs. DAL,L,240,86,29,79,0.367,9,29,0.31,19,27,0.704,10,23,33,17,5,4,14,21,-23.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300970,2014-03-13,OKC vs. LAL,W,240,131,45,89,0.506,13,30,0.433,28,30,0.933,13,47,60,24,10,11,17,27,29.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300955,2014-03-11,OKC vs. HOU,W,241,106,34,80,0.425,11,29,0.379,27,34,0.794,8,41,49,18,5,7,13,25,8.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300935,2014-03-09,OKC @ LAL,L,241,110,42,100,0.42,12,35,0.343,14,21,0.667,19,40,59,26,11,2,16,30,-4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300915,2014-03-06,OKC @ PHX,L,239,122,45,90,0.5,13,33,0.394,19,19,1.0,7,26,33,21,7,4,9,27,-6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300901,2014-03-04,OKC vs. PHI,W,240,125,43,76,0.566,7,20,0.35,32,43,0.744,9,48,57,31,12,10,22,22,33.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300887,2014-03-02,OKC vs. CHA,W,238,116,41,82,0.5,8,22,0.364,26,30,0.867,11,33,44,19,10,7,15,29,17.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300868,2014-02-28,OKC vs. MEM,W,240,113,38,77,0.494,10,22,0.455,27,32,0.844,15,24,39,18,10,8,14,18,6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300858,2014-02-26,OKC vs. CLE,L,240,104,39,80,0.488,13,31,0.419,13,17,0.765,11,29,40,26,8,6,19,17,-10.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300833,2014-02-23,OKC vs. LAC,L,241,117,43,93,0.462,12,29,0.414,19,24,0.792,10,27,37,26,9,3,14,30,-8.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300813,2014-02-20,OKC vs. MIA,L,241,81,28,74,0.378,2,20,0.1,23,30,0.767,11,27,38,15,11,2,20,24,-22.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300791,2014-02-13,OKC @ LAL,W,240,107,39,88,0.443,8,28,0.286,21,24,0.875,9,35,44,23,14,8,14,23,4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300775,2014-02-11,OKC @ POR,W,242,98,40,83,0.482,7,14,0.5,11,12,0.917,10,34,44,14,8,3,16,22,3.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300756,2014-02-09,OKC vs. NYK,W,241,112,40,73,0.548,12,27,0.444,20,27,0.741,5,36,41,28,6,5,10,19,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300740,2014-02-07,OKC @ ORL,L,240,102,37,73,0.507,10,22,0.455,18,19,0.947,4,30,34,25,6,9,16,20,-1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300732,2014-02-05,OKC vs. MIN,W,239,106,44,91,0.484,10,27,0.37,8,11,0.727,19,30,49,25,8,6,16,22,9.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300716,2014-02-03,OKC vs. MEM,W,239,86,34,76,0.447,4,18,0.222,14,23,0.609,10,34,44,17,7,9,16,20,9.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300698,2014-02-01,OKC @ WAS,L,240,81,31,78,0.397,4,24,0.167,15,17,0.882,11,35,46,19,4,5,21,18,-15.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300692,2014-01-31,OKC @ BKN,W,239,120,49,77,0.636,5,15,0.333,17,20,0.85,10,31,41,28,9,7,16,19,25.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300675,2014-01-29,OKC @ MIA,W,240,112,41,80,0.513,16,27,0.593,14,19,0.737,11,23,34,23,13,2,12,16,17.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300666,2014-01-27,OKC vs. ATL,W,241,111,43,82,0.524,13,25,0.52,12,18,0.667,10,23,33,23,8,10,14,12,2.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300648,2014-01-25,OKC @ PHI,W,241,103,40,76,0.526,4,21,0.19,19,25,0.76,9,35,44,23,10,8,20,21,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300636,2014-01-24,OKC @ BOS,W,242,101,43,80,0.538,5,13,0.385,10,13,0.769,12,33,45,24,8,2,15,18,18.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300630,2014-01-22,OKC @ SAS,W,240,111,45,83,0.542,10,18,0.556,11,16,0.688,11,27,38,21,8,7,15,25,6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300619,2014-01-21,OKC vs. POR,W,241,105,42,87,0.483,10,15,0.667,11,17,0.647,15,30,45,16,3,8,7,14,8.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300603,2014-01-19,OKC vs. SAC,W,240,108,39,86,0.453,9,21,0.429,21,30,0.7,17,28,45,23,13,4,16,24,15.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300592,2014-01-17,OKC vs. GSW,W,241,127,47,81,0.58,9,22,0.409,24,33,0.727,12,29,41,23,13,4,17,26,6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300580,2014-01-16,OKC @ HOU,W,240,104,38,82,0.463,6,25,0.24,22,25,0.88,10,37,47,18,11,8,15,26,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300564,2014-01-14,OKC @ MEM,L,239,87,33,81,0.407,5,21,0.238,16,20,0.8,12,33,45,12,5,5,19,27,-3.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300548,2014-01-11,OKC vs. MIL,W,241,101,35,86,0.407,10,25,0.4,21,27,0.778,21,37,58,24,6,7,17,16,16.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300530,2014-01-09,OKC @ DEN,L,240,88,30,85,0.353,6,24,0.25,22,27,0.815,8,38,46,11,8,10,12,20,-13.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300518,2014-01-07,OKC @ UTA,L,239,101,35,89,0.393,6,34,0.176,25,31,0.806,15,25,40,18,13,2,10,27,-11.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300502,2014-01-05,OKC vs. BOS,W,241,119,43,83,0.518,9,19,0.474,24,31,0.774,12,31,43,28,10,5,9,16,23.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300493,2014-01-04,OKC @ MIN,W,241,115,40,83,0.482,8,24,0.333,27,28,0.964,10,35,45,22,7,8,22,29,4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300476,2014-01-02,OKC vs. BKN,L,239,93,34,68,0.5,9,22,0.409,16,19,0.842,6,27,33,20,9,6,21,23,-2.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300466,2013-12-31,OKC vs. POR,L,241,94,36,82,0.439,3,14,0.214,19,26,0.731,10,42,52,15,3,4,10,20,-4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300450,2013-12-29,OKC vs. HOU,W,238,117,47,82,0.573,10,22,0.455,13,16,0.813,4,45,49,28,6,5,10,24,31.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300427,2013-12-27,OKC @ CHA,W,239,89,33,80,0.413,8,25,0.32,15,24,0.625,10,38,48,19,2,5,11,18,4.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300419,2013-12-25,OKC @ NYK,W,240,123,45,84,0.536,13,24,0.542,20,26,0.769,8,38,46,32,8,3,10,21,29.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300405,2013-12-22,OKC vs. TOR,L,241,98,28,76,0.368,7,23,0.304,35,36,0.972,13,34,47,17,7,7,19,28,-6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300399,2013-12-21,OKC @ SAS,W,241,113,43,88,0.489,12,27,0.444,15,18,0.833,10,38,48,22,6,9,12,23,13.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300381,2013-12-19,OKC vs. CHI,W,240,107,43,84,0.512,9,15,0.6,12,14,0.857,8,35,43,26,12,7,16,27,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300367,2013-12-17,OKC @ DEN,W,240,105,43,88,0.489,5,22,0.227,14,20,0.7,12,41,53,19,10,5,18,22,12.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300353,2013-12-15,OKC vs. ORL,W,241,101,39,87,0.448,5,19,0.263,18,20,0.9,11,34,45,23,10,7,13,19,3.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300336,2013-12-13,OKC vs. LAL,W,240,122,47,99,0.475,8,25,0.32,20,23,0.87,20,39,59,34,14,8,14,25,25.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300320,2013-12-11,OKC @ MEM,W,241,116,40,71,0.563,9,18,0.5,27,33,0.818,8,34,42,22,8,5,21,27,16.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300313,2013-12-10,OKC @ ATL,W,239,101,38,86,0.442,4,18,0.222,21,28,0.75,10,44,54,27,8,7,16,19,9.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300302,2013-12-08,OKC vs. IND,W,240,118,47,77,0.61,5,13,0.385,19,20,0.95,10,36,46,27,6,8,18,24,24.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300286,2013-12-06,OKC @ NOP,W,240,109,39,77,0.506,7,21,0.333,24,30,0.8,7,34,41,20,9,11,14,22,14.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300276,2013-12-04,OKC @ POR,L,241,104,39,89,0.438,5,11,0.455,21,24,0.875,13,30,43,11,7,7,13,23,-7.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300267,2013-12-03,OKC @ SAC,W,240,97,36,83,0.434,7,20,0.35,18,20,0.9,10,37,47,21,5,5,15,20,2.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300253,2013-12-01,OKC vs. MIN,W,241,113,49,87,0.563,9,19,0.474,6,9,0.667,8,35,43,26,8,10,15,22,10.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300235,2013-11-29,OKC vs. GSW,W,265,113,36,92,0.391,6,18,0.333,35,42,0.833,11,42,53,16,8,9,12,22,1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300224,2013-11-27,OKC vs. SAS,W,240,94,39,84,0.464,4,15,0.267,12,15,0.8,11,40,51,24,5,6,16,17,6.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300200,2013-11-24,OKC vs. UTA,W,239,95,36,71,0.507,5,12,0.417,18,22,0.818,5,41,46,24,10,4,16,24,22.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300174,2013-11-21,OKC vs. LAC,W,242,105,41,79,0.519,4,19,0.211,19,29,0.655,9,40,49,25,7,7,17,17,14.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300152,2013-11-18,OKC vs. DEN,W,241,115,38,93,0.409,13,27,0.481,26,32,0.813,19,34,53,24,6,6,12,27,2.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300144,2013-11-16,OKC @ MIL,W,241,92,34,82,0.415,5,17,0.294,19,27,0.704,12,39,51,17,7,6,11,19,13.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300124,2013-11-14,OKC @ GSW,L,240,115,41,80,0.513,9,22,0.409,24,28,0.857,13,35,48,20,4,3,19,17,-1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300122,2013-11-13,OKC @ LAC,L,240,103,35,75,0.467,6,16,0.375,27,33,0.818,8,27,35,27,12,3,22,29,-8.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300095,2013-11-10,OKC vs. WAS,W,265,106,41,92,0.446,6,20,0.3,18,22,0.818,16,42,58,21,7,8,17,20,1.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300078,2013-11-08,OKC @ DET,W,240,119,37,82,0.451,6,17,0.353,39,44,0.886,17,35,52,22,9,9,13,22,9.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300069,2013-11-06,OKC vs. DAL,W,241,107,43,79,0.544,5,13,0.385,16,23,0.696,10,34,44,28,10,5,23,17,14.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300044,2013-11-03,OKC vs. PHX,W,242,103,35,82,0.427,2,18,0.111,31,37,0.838,10,31,41,20,8,4,15,22,7.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300027,2013-11-01,OKC @ MIN,L,240,81,29,83,0.349,7,31,0.226,16,19,0.842,14,28,42,16,5,6,21,28,-19.0
22013,1610612760,OKC,Oklahoma City Thunder,0021300014,2013-10-30,OKC @ UTA,W,239,101,33,81,0.407,6,19,0.316,29,33,0.879,10,35,45,9,15,4,13,24,3.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300103,2013-10-23,OKC vs. CHI,L,241,95,34,74,0.459,4,17,0.235,23,30,0.767,7,25,32,23,10,5,16,23,-9.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300088,2013-10-22,OKC @ PHX,L,240,76,30,78,0.385,2,19,0.105,14,24,0.583,10,31,41,13,7,4,19,24,-14.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300082,2013-10-20,OKC vs. UTA,W,240,88,28,74,0.378,4,16,0.25,28,34,0.824,10,39,49,17,8,6,15,24,6.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300066,2013-10-17,OKC vs. NOP,L,240,102,36,73,0.493,12,23,0.522,18,20,0.9,9,31,40,24,4,6,21,28,-3.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300054,2013-10-15,OKC vs. DEN,W,240,109,38,84,0.452,5,17,0.294,28,36,0.778,21,34,55,24,13,7,15,22,28.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300021,2013-10-08,OKC @ PHI,W,239,103,40,92,0.435,6,27,0.222,17,21,0.81,12,39,51,30,10,11,19,23,4.0
12013,1610612760,OKC,Oklahoma City Thunder,0011300001,2013-10-05,OKC @ FBU,W,241,95,36,74,0.486,2,14,0.143,21,28,0.75,18,34,52,22,9,8,20,26,13.0
22013,1610612760,OKC,Oklahoma City Thunder,1421300023,2013-07-12,OKC @ HOU,W,201,85,28,65,0.431,5,16,0.313,24,32,0.75,14,22,36,15,8,4,10,16,8.0
22013,1610612760,OKC,Oklahoma City Thunder,1421300015,2013-07-10,OKC @ PHI,W,200,74,23,48,0.479,9,16,0.563,19,24,0.792,2,25,27,15,10,5,21,20,12.0
22013,1610612760,OKC,Oklahoma City Thunder,1421300011,2013-07-09,OKC vs. DET,W,200,79,28,64,0.438,4,19,0.211,19,26,0.731,15,19,34,10,10,3,15,13,4.0
22013,1610612760,OKC,Oklahoma City Thunder,1421300006,2013-07-08,OKC @ ORL,W,200,79,30,65,0.462,10,29,0.345,9,13,0.692,7,28,35,18,6,3,19,27,1.0
22013,1610612760,OKC,Oklahoma City Thunder,1421300004,2013-07-07,OKC @ IND,W,200,76,28,61,0.459,10,15,0.667,10,14,0.714,7,22,29,22,9,7,13,24,8.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200225,2013-05-15,OKC vs. MEM,L,240,84,31,85,0.365,6,25,0.24,16,21,0.762,13,31,44,19,3,6,13,25,-4.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200224,2013-05-13,OKC @ MEM,L,265,97,34,79,0.43,9,20,0.45,20,22,0.909,8,36,44,19,4,10,15,30,-6.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200223,2013-05-11,OKC @ MEM,L,240,81,32,88,0.364,5,18,0.278,12,19,0.632,14,37,51,10,7,4,12,23,-6.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200222,2013-05-07,OKC vs. MEM,L,240,93,30,70,0.429,9,24,0.375,24,27,0.889,8,27,35,17,3,7,19,26,-6.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200221,2013-05-05,OKC vs. MEM,W,241,93,33,80,0.413,5,15,0.333,22,25,0.88,7,36,43,13,2,6,10,22,2.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200146,2013-05-03,OKC @ HOU,W,239,103,38,83,0.458,11,27,0.407,16,16,1.0,9,32,41,21,9,5,10,24,9.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200145,2013-05-01,OKC vs. HOU,L,241,100,36,86,0.419,8,33,0.242,20,28,0.714,12,31,43,20,5,10,8,28,-7.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200144,2013-04-29,OKC @ HOU,L,241,103,35,72,0.486,11,25,0.44,22,25,0.88,9,27,36,18,9,5,20,26,-2.0
42012,1610612760,OKC,Oklahoma City Thunder,0041200143,2013-04-27,OKC @ HOU,W,239,104,33,87,0.379,10,26,0.385,28,30,0.933,13,36,49,14,7,6,11,24,3.0
